target,model,fp,seed,split,rmse,mae,r2,spearman,ece,cov90,seconds
Tm,QuantileRandomForest,RDKit,2,train,32.939459429383476,20.407040190735696,0.9081521695757873,0.2060176448296961,0.21514532243415077,0.989100817438692,36.2
Tm,QuantileRandomForest,RDKit,3,test,60.763154995441106,41.505965986394564,0.7099080702375938,0.42972648502907396,0.044368858654572935,0.8857142857142857,36.8
Tm,QuantileRandomForest,RDKit,3,train,32.52175052018478,20.186028610354224,0.9104668643619185,0.196955688135955,0.213934302149561,0.9901226158038147,36.8
Tm,QuantileRandomForest,RDKit,4,test,59.65777081007311,41.09876190476191,0.7203665900767866,0.4477331437300976,0.05419501133786846,0.8965986394557823,35.0
Tm,QuantileRandomForest,RDKit,4,train,32.16748910939212,20.20357288828338,0.9124068202776119,0.20245391423237943,0.220443536179231,0.9904632152588556,35.0
Tm,QuantileRandomForest,MACCS,0,test,62.69554530524835,45.00519047619048,0.6911636691939718,0.38266080312271405,0.01897203325774756,0.8625850340136054,79.6
Tm,QuantileRandomForest,MACCS,0,train,41.55763049735266,26.46574931880109,0.8538033162633973,0.18394373587167764,0.14312745988495307,0.9802452316076294,79.6
Tm,QuantileRandomForest,MACCS,1,test,61.295406413653595,43.972095238095235,0.704803724417009,0.3749350978362567,0.010355253212396083,0.8503401360544217,13.8
Tm,QuantileRandomForest,MACCS,1,train,40.54021152271581,26.32187329700272,0.8608740997873393,0.18108423540395868,0.138813200121102,0.9843324250681199,13.8
Tm,QuantileRandomForest,MACCS,2,test,61.49450398593512,44.42801360544218,0.702882917713032,0.39585385252177013,0.015948601662887404,0.854421768707483,13.4
Tm,QuantileRandomForest,MACCS,2,train,41.093785126589566,26.087590258855588,0.857048650936738,0.17152818689679775,0.14206781713593702,0.9809264305177112,13.4
Tm,QuantileRandomForest,MACCS,3,test,62.185195208033434,44.62734693877552,0.6961711429641821,0.3971118726312048,0.02260015117157977,0.8421768707482993,12.5
Tm,QuantileRandomForest,MACCS,3,train,40.8578187785263,26.236817098092644,0.858685631397805,0.19486525275131417,0.13813200121102026,0.978542234332425,12.5
Tm,QuantileRandomForest,MACCS,4,test,61.42341975020215,43.5871156462585,0.7035694224371358,0.33807181263503694,0.013832199546485268,0.85578231292517,13.4
Tm,QuantileRandomForest,MACCS,4,train,40.10844395838116,25.660631811989102,0.8638217986375146,0.15687053292019235,0.14751740841659094,0.9809264305177112,13.4
Tm,DropoutMLP,RDKit,0,test,63.908844083965015,45.07735141749285,0.6790946621892404,0.1272625535227715,0.3941798941798942,0.21360544217687075,151.4
Tm,DropoutMLP,RDKit,0,train,46.10639258044607,33.65064002403203,0.8200473467155379,0.06218715943784696,0.3694747199515592,0.27520435967302453,151.4
