split,target,model,fp,n_seeds,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,spearman_mean,spearman_std,ece_mean,ece_std,cov90_mean,cov90_std
train,CO2_msa_log10,QuantileRandomForest,RDKit,5,0.17303639711785057,0.01810973740463462,0.04444295442752364,0.005683103067387839,0.9787304917736954,0.0044413107793447445,0.06378491941668277,0.01637061309125861,0.42835820895522386,0.008175794165008311,0.9850746268656716,0.004062172044416573
train,CO2_msa_log10,QuantileRandomForest,TopologicalTorsion,5,0.1864519071759296,0.01629389511224554,0.05223421363145729,0.005898655569036985,0.9753695466249702,0.004275561693159103,0.14522037728620169,0.018693226830929586,0.4198820711258522,0.009722778522971001,0.9864013266998342,0.007635730967311019
train,CO2_msa_log10,torch-GNN,graph,5,0.40703070163993454,0.023830634420924188,0.2957674917180545,0.01908599972369647,0.8830131239647734,0.013734536632304716,,,,,0.0,0.0
train,CO2_msa_log10,torch-GREA,graph,5,0.8533826639564381,0.11065856809537486,0.6368643959690503,0.09233888445789941,0.48026242196677443,0.1306052730286653,0.10219800555817993,0.2220588616637072,0.20624654505251522,0.030707837228138257,0.6726368159203979,0.03169622374917314
train,FFV,DropoutMLP,AtomPair,5,0.008198486051934444,0.0006187808434659147,0.005304589266498643,0.00042351785137037426,0.9183881064563408,0.012751872846125285,0.21798663689214076,0.029854159143911988,0.057147296457427,0.024513840235783194,0.7866998135487882,0.02665987019241151
train,FFV,DropoutMLP,MACCS,5,0.010174174294313169,0.0006207974676949485,0.006991472120486173,0.00023395767769779336,0.8745122249633412,0.015055799853294237,0.13465498442988633,0.012838429166414266,0.18923071611076586,0.01554065546325853,0.6017712865133623,0.02627669725410294
train,FFV,DropoutMLP,Morgan,5,0.008317323250555966,0.0012886161589947323,0.004601017497902123,0.00029879938978744005,0.9147804300396463,0.02687837623054071,0.22317881430330613,0.10204890452665556,0.049902631033768394,0.01622393694280802,0.820105655686762,0.03898380683484513
train,FFV,DropoutMLP,RDKit,5,0.010342841044569851,0.0009188162118757786,0.006423916505559903,0.00041467344017835146,0.8698858736032588,0.022952579328969217,0.18297623448970507,0.02459787787528553,0.13411021338305368,0.047433728848197076,0.6771908017402113,0.08205181858923744
train,FFV,DropoutMLP,TopologicalTorsion,5,0.007676949871897194,0.0005754714478446246,0.00487710430553745,0.0001395916492213728,0.928445526206976,0.010737935124037042,0.2562299347024955,0.03497715351412087,0.15351495062495685,0.02239067866271319,0.6613424487259167,0.04043951325368912
train,FFV,QuantileRandomForest,AtomPair,5,0.006748598622688592,0.0009096834590600832,0.001904510112336855,4.5228489119321944e-05,0.9441521954176582,0.015561914442058594,0.19145193326960522,0.0032988721529175107,0.4017402113113735,0.0021883304650591353,0.9942200124300807,0.0008748097116382422
train,FFV,QuantileRandomForest,MACCS,5,0.00878632311789572,0.00037283940882502437,0.003938887151336234,5.272100620866468e-05,0.9065560974818829,0.008081901445559604,0.07868612203183115,0.013421401887659334,0.20898763897520886,0.002068462213201244,0.9788688626476072,0.0016295973402270798
train,FFV,QuantileRandomForest,Morgan,5,0.00529502747489191,0.0010839276285776714,0.001378913434431324,3.9426320030652645e-05,0.9649757847253599,0.014380972537279922,-0.05928986625097997,0.00414833295254915,0.3651612457703197,0.0022808613900101187,0.98272218769422,0.002530292478038813
train,FFV,QuantileRandomForest,RDKit,5,0.006919815689084426,0.0006920926515617631,0.0021036496476072096,3.115872646503677e-05,0.9416605728884484,0.011606694917451898,0.013193308714011281,0.00610125722100671,0.33217664525930524,0.0007915125603444239,0.989869484151647,0.0014959732631337468
train,FFV,QuantileRandomForest,TopologicalTorsion,5,0.007913536586670298,0.0007503992218876512,0.002175983964729646,3.2784562445400214e-05,0.9237630413539095,0.014347623110459074,0.022918554411421033,0.012332912657495105,0.33408604378150675,0.0009343796707148433,0.9885954008701056,0.0011343512895241946
train,FFV,torch-GNN,graph,5,0.02301713487982367,0.0007168864232792503,0.014792809252377432,0.00022439339086553078,0.35915810674135723,0.040105105263214876,,,,,0.0,0.0
train,FFV,torch-GREA,graph,5,0.024108787296684246,0.0011782972588939785,0.01696051526608326,0.0014039288488349065,0.2961318395974566,0.0679465229331085,-0.17287988600305607,0.06309175450703966,0.12193563980388096,0.08842624062374227,0.8232442510876321,0.16548889408126016
train,H2_msa_log10,DropoutMLP,AtomPair,5,0.1992997376966389,0.024374381328353758,0.1367317613659677,0.012201772537969405,0.9565911304777892,0.01089080930774675,0.15498295903975418,0.05514104390269795,0.03815997815997817,0.02036917221130841,0.8393120393120392,0.03875527106266407
